Date,Open,High,Low,Close,Adj Close,Volume
2014-01-31,17.424999,18.670000,16.940001,18.205000,13.654926,137619092
2014-02-28,17.965000,18.750000,17.184999,18.525000,13.894947,186818141
2014-03-31,18.620001,19.555000,18.305000,19.400000,14.551253,191253906
2014-04-30,19.400000,20.795000,19.040001,20.665001,15.500087,395439287
2014-05-31,20.785000,21.065001,19.145000,19.260000,14.446244,566724421
2014-06-30,19.330000,19.565001,18.209999,18.620001,14.241655,205232542
2014-07-31,18.514999,19.030001,17.799999,18.889999,14.448165,185894015
2014-08-31,18.950001,19.500000,18.500000,18.799999,14.379329,130025993
2014-09-30,18.750000,18.860001,15.815000,17.815001,13.625945,200396200
2014-10-31,17.850000,18.695000,17.075001,18.049999,13.805684,211574977
2014-11-30,17.750000,18.415001,14.965000,15.545000,11.889717,364357663
2014-12-31,15.545000,16.365000,14.255000,15.685000,12.359708,266380779
2015-01-31,15.810000,17.275000,15.550000,17.275000,13.612620,191718728
2015-02-28,17.264999,17.730000,16.205000,17.334999,13.659900,211929026
2015-03-31,17.280001,18.750000,17.230000,18.415001,14.510934,175451146
2015-04-30,18.415001,18.629999,17.280001,17.340000,13.663838,177346556
2015-05-31,17.450001,17.605000,15.655000,15.750000,12.410926,267431359
2015-06-30,16.120001,16.995001,15.145000,15.300000,12.416842,230505641
2015-07-31,15.305000,15.385000,12.240000,12.755000,10.351426,254559350
2015-08-31,12.980000,13.010000,9.900000,10.410000,8.448322,440435778
2015-09-30,10.620000,12.840000,10.610000,11.475000,9.312633,331281038
2015-10-31,11.400000,12.860000,10.980000,12.345000,10.018688,247718778
2015-11-30,12.345000,12.485000,9.951000,10.120000,8.212970,330072607
2015-12-31,10.120000,10.235000,7.953000,9.492000,8.053564,337729105
2016-01-31,9.490000,9.676000,8.063000,9.524000,8.080714,346196717
2016-02-29,9.710000,11.025000,9.650000,9.920000,8.416705,338305049
2016-03-31,9.800000,11.800000,9.143000,11.445000,9.710603,280297359
2016-04-30,11.530000,12.050000,10.775000,11.575000,9.820904,188801115
2016-05-31,11.500000,12.000000,9.600000,11.410000,9.680907,269870163
2016-06-30,11.500000,12.270000,11.025000,11.275000,9.827843,166839050
2016-07-31,11.395000,12.390000,10.810000,12.040000,10.494656,119921224
2016-08-31,12.030000,12.890000,11.505000,12.075000,10.525163,173289806
2016-09-30,12.100000,13.195000,12.005000,12.765000,11.126601,126357576
2016-10-31,12.850000,12.990000,11.985000,12.600000,10.982779,146337703
2016-11-30,12.810000,13.900000,12.670000,13.115000,11.431678,254546207
2016-12-31,13.400000,14.365000,13.375000,13.660000,12.202410,149030220
2017-01-31,13.755000,14.065000,13.295000,14.000000,12.506130,135019103
2017-02-28,14.070000,14.740000,13.755000,14.475000,12.930445,181099534
2017-03-31,14.535000,15.065000,14.230000,14.535000,12.984042,165058404
2017-04-30,14.535000,15.220000,14.180000,14.915000,13.323495,173011790
2017-05-31,15.000000,15.060000,13.395000,13.400000,11.970152,200585686
2017-06-30,13.520000,14.310000,13.275000,14.160000,13.023154,123841481
2017-07-31,14.250000,14.670000,13.700000,14.430000,13.271478,93454102
2017-08-31,14.440000,15.700000,14.230000,15.590000,14.338346,129109786
2017-09-30,15.495000,16.184999,14.830000,16.084999,14.793603,133017467
2017-10-31,16.200001,16.299999,14.775000,15.420000,14.181994,192684932
2017-11-30,15.420000,15.705000,14.745000,14.745000,13.561187,149011893
2017-12-31,14.745000,16.020000,14.745000,14.990000,14.148755,149744153
2018-01-31,15.280000,15.485000,13.670000,14.705000,13.879749,127729085
2018-02-28,14.650000,14.825000,13.735000,14.415000,13.606024,176680058
2018-03-31,14.415000,16.090000,14.235000,15.850000,14.960492,139533657
2018-04-30,15.850000,17.250000,15.210000,16.305000,15.389957,161016373
2018-05-31,16.285000,17.480000,16.184999,16.764999,15.824141,198075264
2018-06-30,16.635000,17.510000,16.309999,16.975000,16.489494,120668766
2018-07-31,16.959999,17.219999,16.100000,16.565001,16.091221,92578349
2018-08-31,16.555000,17.320000,16.174999,17.165001,16.674061,174313432
2018-09-30,17.225000,17.410000,14.690000,15.825000,15.372385,155492544
2018-10-31,15.660000,16.209999,14.790000,15.250000,14.813831,153758588
2018-11-30,15.615000,15.705000,13.605000,14.080000,13.677295,171206173
2018-12-31,14.080000,15.335000,13.785000,15.330000,15.330000,159843173
2019-01-31,15.280000,15.310000,15.165000,15.270000,15.270000,5519246
2019-02-01,15.280000,15.310000,15.165000,15.270000,15.270000,5612996
